Age,Job,Marital,Education,Default,Housing,Loan,Contact,Day_Of_Week,Month,Output
40,Admin ,Married,University Degree,No,No,No,Cellular,Thu,Nov,No
65,Retired,Single,University Degree,No,No,No,Cellular,Thu,Nov,Yes
43,Management,Married,High School,No,No,No,Cellular,Thu,Nov,Yes
43,Management,Married,High School,No,Yes,No,Cellular,Thu,Nov,No
25,Admin ,Married,Unknown,No,No,No,Cellular,Thu,Nov,Yes
25,Admin ,Married,High School,No,Yes,No,Cellular,Thu,Nov,No
64,Unemployed,Married,Basic 4Y,No,Yes,No,Cellular,Thu,Nov,No
25,Admin ,Married,Unknown,No,No,No,Cellular,Thu,Nov,Yes
65,Retired,Single,University Degree,No,No,No,Cellular,Thu,Nov,Yes
29,Admin ,Single,University Degree,No,No,No,Cellular,Thu,Nov,Yes
38,Admin ,Married,University Degree,No,No,No,Cellular,Thu,Nov,Yes
67,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Thu,Nov,Yes
51,Self-Employed,Single,Basic 9Y,No,Yes,No,Cellular,Thu,Nov,Yes
49,Unemployed,Married,Professional Course,No,Yes,No,Telephone,Thu,Nov,Yes
34,Admin ,Single,University Degree,No,Yes,No,Cellular,Thu,Nov,Yes
34,Admin ,Single,University Degree,No,No,No,Cellular,Thu,Nov,Yes
34,Admin ,Single,University Degree,No,No,No,Cellular,Thu,Nov,Yes
78,Retired,Divorced,Basic 4Y,No,Yes,No,Cellular,Thu,Nov,No
56,Blue-Collar,Divorced,Basic 4Y,No,No,No,Cellular,Thu,Nov,No
56,Blue-Collar,Divorced,Basic 4Y,No,No,No,Cellular,Thu,Nov,Yes
32,Self-Employed,Married,University Degree,No,Yes,No,Cellular,Thu,Nov,Yes
52,Blue-Collar,Single,Basic 9Y,No,No,No,Cellular,Thu,Nov,No
62,Housemaid,Married,Basic 4Y,No,Yes,No,Cellular,Thu,Nov,No
29,Student,Single,Professional Course,No,Yes,No,Telephone,Thu,Nov,No
52,Blue-Collar,Single,Basic 9Y,No,Yes,No,Cellular,Thu,Nov,No
66,Retired,Married,Basic 4Y,No,Yes,Yes,Telephone,Thu,Nov,Yes
28,Admin ,Single,University Degree,No,Yes,No,Cellular,Thu,Nov,No
56,Management,Divorced,Unknown,No,Yes,No,Cellular,Thu,Nov,Yes
35,Technician,Single,Professional Course,No,Yes,No,Cellular,Thu,Nov,Yes
49,Unemployed,Married,Professional Course,No,Yes,Yes,Cellular,Thu,Nov,No
32,Self-Employed,Married,University Degree,No,No,No,Cellular,Thu,Nov,Yes
60,Unemployed,Married,Basic 4Y,No,No,No,Cellular,Thu,Nov,Yes
62,Housemaid,Married,University Degree,No,Yes,No,Cellular,Thu,Nov,No
38,Admin ,Married,University Degree,No,No,No,Telephone,Thu,Nov,Yes
29,Admin ,Single,High School,No,Yes,No,Cellular,Fri,Nov,Yes
25,Admin ,Single,University Degree,No,No,No,Cellular,Fri,Nov,No
26,Admin ,Married,High School,No,Yes,No,Cellular,Fri,Nov,Yes
52,Technician,Married,Professional Course,No,No,No,Cellular,Fri,Nov,No
26,Student,Single,University Degree,No,No,No,Cellular,Fri,Nov,Yes
26,Blue-Collar,Single,High School,No,Yes,No,Telephone,Fri,Nov,Yes
29,Admin ,Single,University Degree,No,No,No,Cellular,Fri,Nov,Yes
32,Admin ,Single,University Degree,No,Yes,No,Telephone,Fri,Nov,Yes
32,Admin ,Single,University Degree,No,Yes,No,Telephone,Fri,Nov,Yes
53,Admin ,Single,University Degree,No,Yes,Yes,Telephone,Fri,Nov,Yes
80,Retired,Divorced,Unknown,No,Yes,Yes,Cellular,Fri,Nov,Yes
31,Technician,Married,Unknown,No,No,No,Cellular,Fri,Nov,Yes
21,Student,Single,University Degree,No,Yes,No,Cellular,Fri,Nov,No
65,Retired,Married,University Degree,No,No,No,Cellular,Fri,Nov,Yes
43,Technician,Single,University Degree,No,No,Yes,Cellular,Fri,Nov,No
63,Retired,Married,Unknown,No,No,No,Telephone,Fri,Nov,No
31,Admin ,Single,High School,No,No,No,Cellular,Fri,Nov,No
29,Technician,Married,University Degree,No,Yes,No,Cellular,Fri,Nov,Yes
26,Blue-Collar,Single,High School,No,No,No,Telephone,Fri,Nov,No
52,Technician,Married,Professional Course,No,Yes,No,Cellular,Fri,Nov,Yes
52,Technician,Married,Professional Course,No,Yes,No,Cellular,Fri,Nov,No
52,Technician,Married,Professional Course,No,Yes,No,Cellular,Fri,Nov,Yes
27,Admin ,Single,University Degree,No,Yes,No,Cellular,Fri,Nov,No
39,Management,Single,University Degree,No,Yes,No,Cellular,Fri,Nov,Yes
77,Retired,Married,Unknown,No,Yes,No,Cellular,Fri,Nov,Yes
77,Retired,Married,Unknown,No,Yes,No,Cellular,Fri,Nov,Yes
31,Admin ,Single,High School,No,No,No,Telephone,Fri,Nov,No
31,Services,Married,High School,No,No,No,Telephone,Fri,Nov,Yes
41,Management,Married,Unknown,No,No,Yes,Cellular,Fri,Nov,Yes
52,Technician,Married,Professional Course,No,Yes,No,Telephone,Fri,Nov,No
55,Blue-Collar,Married,Basic 4Y,No,No,No,Cellular,Fri,Nov,Yes
78,Retired,Divorced,Basic 4Y,No,Yes,No,Cellular,Fri,Nov,Yes
18,Student,Single,High School,No,No,No,Cellular,Fri,Nov,Yes
40,Technician,Single,University Degree,No,Yes,No,Cellular,Mon,Nov,No
19,Student,Single,Unknown,No,No,No,Cellular,Mon,Nov,No
40,Technician,Single,University Degree,No,No,No,Cellular,Mon,Nov,No
25,Student,Single,High School,No,Yes,No,Cellular,Mon,Nov,No
40,Technician,Single,University Degree,No,Yes,No,Cellular,Mon,Nov,No
40,Technician,Single,University Degree,No,No,No,Cellular,Mon,Nov,Yes
25,Admin ,Single,University Degree,No,No,Yes,Cellular,Mon,Nov,Yes
61,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Mon,Nov,Yes
39,Admin ,Married,High School,No,No,No,Cellular,Mon,Nov,No
50,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Nov,No
64,Retired,Married,High School,No,No,No,Cellular,Mon,Nov,Yes
67,Retired,Married,Basic 4Y,No,No,No,Telephone,Mon,Nov,Yes
50,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Nov,Yes
75,Housemaid,Divorced,Basic 4Y,No,No,No,Telephone,Mon,Nov,No
50,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Nov,No
56,Management,Married,University Degree,No,Yes,No,Cellular,Mon,Nov,No
37,Entrepreneur,Married,University Degree,No,Yes,No,Cellular,Mon,Nov,No
37,Entrepreneur,Married,University Degree,No,Yes,No,Cellular,Mon,Nov,No
37,Entrepreneur,Married,University Degree,No,Yes,No,Cellular,Mon,Nov,No
35,Self-Employed,Single,University Degree,No,Yes,No,Cellular,Mon,Nov,No
27,Admin ,Married,High School,No,No,Yes,Cellular,Mon,Nov,No
25,Admin ,Single,University Degree,No,Yes,No,Telephone,Mon,Nov,No
30,Blue-Collar,Single,High School,No,Unknown,Unknown,Cellular,Mon,Nov,Yes
26,Admin ,Married,High School,No,Yes,No,Cellular,Mon,Nov,Yes
35,Management,Married,University Degree,No,Yes,Yes,Cellular,Mon,Nov,No
38,Admin ,Married,High School,No,Yes,No,Cellular,Mon,Nov,No
43,Self-Employed,Married,High School,No,No,No,Cellular,Mon,Nov,No
54,Services,Married,Basic 9Y,No,Yes,Yes,Cellular,Mon,Nov,No
30,Admin ,Married,High School,No,Unknown,Unknown,Cellular,Mon,Nov,No
30,Blue-Collar,Single,High School,No,No,No,Cellular,Mon,Nov,Yes
35,Management,Married,University Degree,No,No,No,Telephone,Mon,Nov,No
31,Technician,Married,University Degree,No,No,No,Telephone,Mon,Nov,No
25,Admin ,Single,Unknown,No,Yes,No,Telephone,Mon,Nov,No
66,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Mon,Nov,Yes
64,Retired,Married,High School,No,Yes,No,Cellular,Mon,Nov,No
34,Technician,Married,Professional Course,No,Yes,No,Cellular,Mon,Nov,No
30,Blue-Collar,Single,High School,No,No,No,Cellular,Mon,Nov,No
19,Student,Single,Unknown,No,Yes,No,Cellular,Mon,Nov,Yes
25,Admin ,Single,Unknown,No,Yes,No,Cellular,Mon,Nov,Yes
25,Admin ,Married,University Degree,No,Yes,No,Telephone,Mon,Nov,No
42,Management,Married,University Degree,No,Yes,No,Cellular,Mon,Nov,No
48,Technician,Married,Professional Course,No,Yes,No,Cellular,Mon,Nov,No
32,Technician,Married,University Degree,No,Yes,No,Cellular,Mon,Nov,No
72,Retired,Married,High School,No,No,No,Cellular,Mon,Nov,Yes
27,Admin ,Married,High School,No,No,No,Cellular,Mon,Nov,No
77,Retired,Divorced,Basic 4Y,No,Yes,No,Cellular,Mon,Nov,Yes
34,Management,Married,University Degree,No,No,No,Cellular,Mon,Nov,No
72,Retired,Married,University Degree,No,No,No,Cellular,Mon,Nov,No
40,Technician,Single,University Degree,No,No,No,Cellular,Mon,Nov,Yes
40,Technician,Single,University Degree,No,No,No,Cellular,Mon,Nov,Yes
50,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Mon,Nov,No
68,Retired,Married,High School,No,No,No,Cellular,Mon,Nov,Yes
34,Self-Employed,Single,University Degree,No,No,Yes,Telephone,Tue,Nov,Yes
47,Management,Married,Basic 9Y,No,Yes,No,Cellular,Tue,Nov,Yes
31,Admin ,Single,University Degree,No,Yes,No,Cellular,Tue,Nov,No
36,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Tue,Nov,No
35,Management,Married,University Degree,No,Yes,No,Cellular,Tue,Nov,Yes
45,Admin ,Divorced,University Degree,No,Yes,No,Cellular,Tue,Nov,No
63,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Tue,Nov,No
82,Retired,Divorced,Basic 4Y,No,Yes,No,Cellular,Tue,Nov,Yes
48,Management,Married,University Degree,No,Yes,Yes,Cellular,Tue,Nov,Yes
53,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Nov,Yes
43,Admin ,Married,University Degree,No,Yes,No,Telephone,Tue,Nov,Yes
34,Housemaid,Single,Basic 4Y,No,Yes,No,Cellular,Tue,Nov,Yes
43,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Nov,Yes
26,Admin ,Single,University Degree,No,Yes,No,Cellular,Tue,Nov,Yes
66,Retired,Single,Basic 4Y,No,Yes,No,Cellular,Tue,Nov,Yes
40,Unemployed,Divorced,Basic 4Y,No,No,No,Cellular,Tue,Nov,No
83,Retired,Divorced,Basic 4Y,No,No,No,Cellular,Tue,Nov,Yes
32,Management,Married,University Degree,No,No,No,Cellular,Tue,Nov,No
35,Management,Married,University Degree,No,No,No,Cellular,Tue,Nov,No
35,Management,Married,University Degree,No,No,No,Cellular,Tue,Nov,No
34,Admin ,Divorced,High School,No,No,No,Cellular,Tue,Nov,No
30,Admin ,Single,University Degree,No,Yes,No,Cellular,Tue,Nov,No
65,Retired,Married,Basic 4Y,No,No,Yes,Cellular,Tue,Nov,No
31,Admin ,Single,University Degree,No,No,No,Cellular,Tue,Nov,No
83,Retired,Divorced,Basic 4Y,No,Yes,Yes,Cellular,Tue,Nov,No
55,Management,Married,University Degree,No,Yes,No,Cellular,Tue,Nov,No
27,Management,Single,Professional Course,No,Yes,No,Cellular,Tue,Nov,Yes
56,Retired,Married,University Degree,No,Yes,No,Cellular,Wed,Nov,Yes
26,Student,Single,Unknown,No,Yes,No,Cellular,Wed,Nov,No
24,Student,Single,Unknown,No,Yes,No,Cellular,Wed,Nov,Yes
57,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Wed,Nov,No
53,Unknown,Married,Basic 9Y,No,No,Yes,Cellular,Wed,Nov,No
24,Admin ,Single,University Degree,No,Yes,No,Cellular,Wed,Nov,No
58,Self-Employed,Married,University Degree,No,No,No,Cellular,Wed,Nov,No
58,Self-Employed,Married,University Degree,No,No,No,Cellular,Wed,Nov,No
32,Admin ,Single,High School,No,No,No,Cellular,Wed,Nov,No
94,Retired,Married,Basic 9Y,No,No,No,Cellular,Wed,Nov,No
22,Student,Single,Unknown,No,No,No,Cellular,Wed,Nov,No
31,Technician,Single,University Degree,No,No,No,Cellular,Wed,Nov,Yes
78,Retired,Married,Professional Course,No,Yes,No,Cellular,Wed,Nov,No
21,Student,Single,Professional Course,No,No,No,Telephone,Wed,Nov,No
55,Management,Married,University Degree,No,Yes,No,Cellular,Wed,Nov,No
57,Admin ,Married,University Degree,No,No,No,Cellular,Wed,Nov,Yes
61,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Wed,Nov,Yes
58,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Wed,Nov,Yes
56,Retired,Married,University Degree,No,No,No,Cellular,Wed,Nov,Yes
48,Management,Divorced,University Degree,No,Yes,No,Cellular,Wed,Nov,Yes
28,Admin ,Single,University Degree,No,Yes,No,Cellular,Wed,Nov,No
55,Entrepreneur,Married,University Degree,No,Yes,No,Cellular,Wed,Nov,No
56,Housemaid,Divorced,Basic 4Y,No,Yes,No,Cellular,Wed,Nov,Yes
28,Technician,Single,Professional Course,No,Yes,No,Cellular,Wed,Nov,Yes
86,Retired,Divorced,Basic 4Y,No,Yes,No,Cellular,Wed,Nov,No
27,Technician,Single,University Degree,No,No,Yes,Cellular,Wed,Nov,Yes
28,Technician,Single,Professional Course,No,Yes,No,Cellular,Wed,Nov,Yes
25,Technician,Single,Professional Course,No,Yes,No,Cellular,Wed,Nov,Yes
65,Admin ,Divorced,University Degree,No,No,No,Cellular,Fri,Nov,No
32,Management,Single,University Degree,No,Yes,Yes,Cellular,Fri,Nov,No
78,Retired,Married,Professional Course,No,No,No,Cellular,Fri,Nov,Yes
72,Retired,Married,Basic 9Y,Unknown,Yes,No,Cellular,Fri,Nov,No
77,Retired,Divorced,Basic 4Y,No,No,No,Cellular,Fri,Nov,No
67,Retired,Married,Basic 4Y,No,No,No,Telephone,Fri,Nov,No
73,Retired,Married,University Degree,No,No,No,Cellular,Fri,Nov,Yes
31,Blue-Collar,Married,Basic 6Y,No,Yes,No,Cellular,Fri,Nov,No
38,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Nov,No
44,Admin ,Divorced,High School,No,Yes,No,Telephone,Mon,Nov,Yes
38,Admin ,Married,University Degree,No,No,Yes,Telephone,Mon,Nov,No
38,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Nov,No
62,Blue-Collar,Married,Basic 4Y,No,Yes,No,Cellular,Mon,Nov,No
81,Housemaid,Divorced,Basic 4Y,No,Yes,No,Cellular,Mon,Nov,No
62,Blue-Collar,Married,Basic 4Y,No,No,No,Cellular,Mon,Nov,No
62,Blue-Collar,Married,Basic 4Y,No,Yes,Yes,Cellular,Mon,Nov,No
31,Blue-Collar,Married,Basic 6Y,No,Yes,No,Cellular,Mon,Nov,No
62,Blue-Collar,Married,Basic 4Y,No,Yes,Yes,Cellular,Mon,Nov,No
60,Admin ,Married,Unknown,Unknown,Yes,No,Cellular,Wed,Dec,Yes
38,Technician,Married,University Degree,No,Yes,Yes,Cellular,Wed,Dec,Yes
76,Retired,Married,University Degree,No,Yes,No,Cellular,Wed,Dec,No
54,Unemployed,Married,High School,No,Yes,No,Cellular,Wed,Dec,Yes
38,Technician,Married,University Degree,No,No,No,Cellular,Wed,Dec,Yes
42,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Wed,Dec,No
30,Technician,Married,University Degree,No,Yes,No,Cellular,Thu,Dec,Yes
55,Technician,Married,High School,No,Yes,No,Cellular,Thu,Dec,Yes
58,Unknown,Married,Basic 9Y,No,Yes,No,Cellular,Thu,Dec,Yes
83,Retired,Married,High School,No,No,No,Cellular,Thu,Dec,Yes
83,Retired,Married,High School,No,Yes,No,Cellular,Thu,Dec,No
64,Admin ,Married,University Degree,No,No,Yes,Cellular,Thu,Dec,No
60,Retired,Married,High School,No,No,No,Cellular,Thu,Dec,Yes
64,Management,Divorced,University Degree,No,No,Yes,Cellular,Thu,Dec,No
40,Blue-Collar,Married,Professional Course,No,No,No,Telephone,Thu,Dec,No
53,Admin ,Married,University Degree,No,No,No,Cellular,Thu,Dec,No
48,Admin ,Married,High School,Unknown,No,Yes,Cellular,Thu,Dec,Yes
50,Admin ,Single,High School,No,Yes,No,Telephone,Fri,Dec,Yes
60,Retired,Married,University Degree,No,No,No,Cellular,Fri,Dec,Yes
23,Student,Single,University Degree,No,Yes,No,Cellular,Fri,Dec,No
48,Management,Married,University Degree,No,Yes,No,Cellular,Fri,Dec,No
25,Admin ,Single,University Degree,No,No,No,Cellular,Fri,Dec,No
60,Retired,Married,University Degree,No,Yes,No,Cellular,Fri,Dec,No
46,Admin ,Married,University Degree,No,Unknown,Unknown,Cellular,Fri,Dec,Yes
25,Admin ,Single,University Degree,No,No,No,Cellular,Fri,Dec,No
55,Admin ,Married,High School,No,No,No,Cellular,Fri,Dec,No
80,Retired,Divorced,Basic 4Y,No,No,Yes,Cellular,Fri,Dec,No
48,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Dec,No
30,Student,Single,Unknown,No,No,No,Cellular,Mon,Dec,No
50,Technician,Married,High School,No,Yes,No,Cellular,Mon,Dec,Yes
49,Housemaid,Single,University Degree,No,No,Yes,Cellular,Mon,Dec,No
36,Admin ,Single,High School,No,Unknown,Unknown,Cellular,Mon,Dec,Yes
54,Blue-Collar,Married,High School,No,No,No,Cellular,Mon,Dec,Yes
36,Technician,Single,Professional Course,No,No,No,Cellular,Mon,Dec,No
54,Technician,Divorced,University Degree,No,Unknown,Unknown,Cellular,Mon,Dec,No
43,Admin ,Married,High School,No,No,Yes,Cellular,Mon,Dec,Yes
36,Admin ,Single,High School,No,Yes,No,Telephone,Mon,Dec,No
47,Admin ,Married,University Degree,No,No,No,Telephone,Mon,Dec,No
49,Housemaid,Single,University Degree,No,Yes,No,Cellular,Mon,Dec,Yes
47,Admin ,Married,University Degree,No,Yes,Yes,Cellular,Mon,Dec,No
48,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Dec,No
50,Technician,Married,High School,No,No,No,Cellular,Mon,Dec,Yes
38,Technician,Single,University Degree,No,Yes,No,Cellular,Mon,Dec,Yes
73,Retired,Married,Basic 4Y,No,No,No,Cellular,Mon,Dec,No
38,Unemployed,Single,High School,No,Yes,No,Cellular,Mon,Dec,No
54,Admin ,Divorced,University Degree,No,No,No,Cellular,Wed,Dec,Yes
42,Services,Married,University Degree,No,No,No,Cellular,Wed,Dec,Yes
29,Student,Single,High School,No,No,No,Cellular,Wed,Dec,No
64,Retired,Married,Basic 4Y,No,Unknown,Unknown,Telephone,Wed,Dec,No
56,Management,Married,Professional Course,No,No,No,Cellular,Wed,Dec,No
30,Student,Single,Unknown,No,No,No,Cellular,Wed,Dec,Yes
31,Self-Employed,Single,University Degree,No,No,No,Cellular,Wed,Dec,Yes
32,Admin ,Married,High School,No,Yes,Yes,Cellular,Wed,Dec,Yes
86,Retired,Married,Professional Course,No,No,No,Telephone,Wed,Dec,Yes
41,Self-Employed,Married,University Degree,No,Unknown,Unknown,Telephone,Wed,Dec,Yes
26,Admin ,Single,University Degree,No,Yes,No,Telephone,Wed,Dec,Yes
65,Management,Married,Unknown,No,No,No,Cellular,Wed,Dec,Yes
32,Student,Married,High School,No,Yes,No,Telephone,Wed,Dec,No
32,Student,Married,High School,No,Yes,No,Telephone,Wed,Dec,No
70,Retired,Divorced,Basic 9Y,No,No,No,Telephone,Wed,Dec,No
65,Management,Married,Unknown,No,Yes,No,Telephone,Wed,Dec,Yes
37,Management,Married,Unknown,No,No,No,Cellular,Wed,Dec,Yes
64,Housemaid,Married,Basic 4Y,No,Yes,Yes,Cellular,Thu,Dec,Yes
56,Retired,Married,Basic 4Y,No,No,No,Cellular,Thu,Dec,Yes
51,Unemployed,Divorced,High School,No,No,No,Cellular,Thu,Dec,No
55,Admin ,Married,Professional Course,No,Yes,No,Cellular,Thu,Dec,Yes
29,Unemployed,Married,Basic 4Y,No,No,No,Telephone,Thu,Dec,Yes
71,Retired,Married,Unknown,No,Yes,Yes,Cellular,Thu,Dec,No
64,Housemaid,Married,Basic 4Y,No,No,No,Cellular,Thu,Dec,Yes
64,Housemaid,Married,Basic 4Y,No,No,No,Telephone,Thu,Dec,No
64,Housemaid,Married,Basic 4Y,No,No,No,Cellular,Thu,Dec,Yes
64,Housemaid,Married,Basic 4Y,No,No,Yes,Cellular,Thu,Dec,No
56,Retired,Married,Basic 4Y,No,No,No,Cellular,Thu,Dec,Yes
62,Housemaid,Married,Professional Course,No,Yes,No,Cellular,Fri,Dec,Yes
81,Retired,Divorced,Basic 4Y,No,Yes,No,Cellular,Fri,Dec,Yes
61,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Dec,No
57,Admin ,Single,High School,No,No,No,Cellular,Mon,Dec,No
54,Technician,Divorced,Professional Course,No,Yes,No,Cellular,Mon,Dec,No
18,Student,Single,Basic 9Y,No,Yes,No,Cellular,Mon,Dec,No
48,Technician,Married,Professional Course,No,Yes,Yes,Cellular,Mon,Dec,No
74,Retired,Divorced,High School,No,Yes,Yes,Telephone,Mon,Dec,No
18,Student,Single,Basic 9Y,No,Yes,No,Cellular,Mon,Dec,No
63,Technician,Married,Unknown,No,Yes,No,Cellular,Mon,Dec,Yes
85,Retired,Divorced,Basic 4Y,Unknown,Yes,No,Cellular,Mon,Dec,Yes
84,Retired,Married,High School,No,No,No,Cellular,Tue,Dec,Yes
85,Retired,Divorced,Basic 4Y,Unknown,Yes,No,Telephone,Tue,Dec,No
59,Retired,Married,Professional Course,No,No,No,Telephone,Tue,Dec,Yes
46,Admin ,Single,University Degree,No,Yes,Yes,Cellular,Tue,Dec,Yes
56,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Cellular,Tue,Dec,Yes
43,Admin ,Married,High School,No,Yes,No,Cellular,Tue,Dec,No
55,Services,Married,Basic 9Y,No,Yes,No,Cellular,Wed,Dec,Yes
70,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Wed,Dec,No
56,Admin ,Divorced,Unknown,No,No,No,Cellular,Wed,Dec,No
64,Retired,Married,High School,No,Yes,No,Cellular,Wed,Dec,Yes
70,Retired,Married,Basic 4Y,No,No,No,Cellular,Wed,Dec,Yes
47,Housemaid,Married,Basic 9Y,No,Yes,No,Cellular,Thu,Dec,No
68,Management,Married,Basic 9Y,No,Yes,No,Cellular,Thu,Dec,No
76,Retired,Married,University Degree,No,No,No,Cellular,Thu,Dec,No
68,Technician,Married,Unknown,No,No,No,Cellular,Thu,Dec,No
18,Student,Single,Basic 9Y,No,No,No,Cellular,Thu,Dec,Yes
76,Retired,Married,University Degree,No,Yes,Yes,Cellular,Thu,Dec,Yes
19,Student,Single,High School,No,Yes,No,Cellular,Thu,Dec,No
24,Student,Single,High School,No,Yes,No,Cellular,Thu,Dec,Yes
76,Retired,Married,University Degree,No,No,Yes,Cellular,Thu,Dec,Yes
76,Retired,Married,University Degree,No,Unknown,Unknown,Cellular,Thu,Dec,No
38,Unemployed,Single,High School,No,Yes,No,Cellular,Fri,Dec,Yes
28,Admin ,Single,University Degree,No,Yes,Yes,Cellular,Fri,Dec,No
21,Student,Single,University Degree,No,Yes,No,Cellular,Fri,Dec,Yes
52,Technician,Married,High School,No,No,No,Cellular,Fri,Dec,Yes
23,Blue-Collar,Single,High School,No,Yes,No,Cellular,Fri,Dec,No
30,Self-Employed,Single,University Degree,No,Yes,Yes,Cellular,Fri,Dec,No
55,Entrepreneur,Divorced,Basic 9Y,No,No,No,Cellular,Fri,Dec,Yes
36,Admin ,Married,University Degree,No,Yes,No,Telephone,Fri,Dec,No
42,Admin ,Married,University Degree,No,No,No,Telephone,Fri,Dec,No
29,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Dec,No
26,Student,Single,University Degree,No,No,No,Telephone,Mon,Dec,No
43,Management,Married,Unknown,No,Yes,No,Telephone,Mon,Dec,Yes
29,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Dec,No
29,Technician,Single,University Degree,No,Yes,No,Cellular,Mon,Dec,Yes
28,Unemployed,Single,High School,No,Yes,No,Cellular,Mon,Dec,No
31,Admin ,Married,Professional Course,No,No,Yes,Cellular,Mon,Dec,Yes
51,Technician,Married,Professional Course,No,No,Yes,Cellular,Mon,Dec,Yes
23,Student,Single,Basic 9Y,No,Yes,No,Cellular,Tue,Dec,Yes
27,Student,Single,High School,No,Yes,No,Cellular,Tue,Dec,No
23,Student,Single,Basic 9Y,No,Yes,No,Cellular,Tue,Dec,Yes
50,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Dec,Yes
27,Technician,Single,University Degree,No,Yes,No,Cellular,Tue,Dec,Yes
23,Student,Single,Basic 9Y,No,Yes,No,Cellular,Tue,Dec,No
62,Retired,Married,University Degree,No,Yes,No,Cellular,Wed,Dec,Yes
28,Student,Single,Unknown,No,Yes,No,Cellular,Wed,Dec,No
57,Admin ,Married,Unknown,No,Yes,No,Cellular,Wed,Dec,Yes
41,Admin ,Married,University Degree,No,Yes,No,Cellular,Thu,Dec,Yes
35,Blue-Collar,Married,Basic 9Y,No,No,Yes,Cellular,Thu,Dec,No
41,Admin ,Married,University Degree,No,No,No,Cellular,Thu,Dec,Yes
